UI Module,UI Name,WS Module,WS Name,WS Module/WS Name
SC,PageSCReportGuestTurnover.vue,Common,getBediener,Common/getBediener
SC,PageSCReportGuestTurnover.vue,vhpSC,custTurnoverSortDetail1,vhpSC/custTurnoverSortDetail1
SC,PageSCReportGuestTurnover.vue,vhpSC,custTurnoverList,vhpSC/custTurnoverList
SC,PageSCReportHotelCompetitorStatistic.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportHotelCompetitorStatistic.vue,vhpSC,compStatisticPrepare,vhpSC/compStatisticPrepare
SC,PageSCReportHotelCompetitorStatistic.vue,vhpSC,compStatistic,vhpSC/compStatistic
SC,PageSCReportHotelCompetitorStatisticWithIndexes.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportHotelCompetitorStatisticWithIndexes.vue,vhpSC,compCreateUmsatzPrepare,vhpSC/compCreateUmsatzPrepare
SC,PageSCReportHotelCompetitorStatisticWithIndexes.vue,vhpSC,compCreateUmsatzList,vhpSC/compCreateUmsatzList
SC,PageSCReportHotelCompetitorStatisticWithIndexes.vue,vhpSC,compCreateUmsatzYtdlist,vhpSC/compCreateUmsatzYtdlist
SC,PageSCReportReservationBySales.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportReservationBySales.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCReportReservationBySales.vue,Common,getBediener,Common/getBediener
SC,PageSCReportReservationBySales.vue,vhpSC,aktAccountBtnGcf,vhpSC/aktAccountBtnGcf
SC,PageSCReportReservationBySales.vue,vhpSC,aktAccountPrepare,vhpSC/aktAccountPrepare
SC,PageSCReportReservationSourceStatistic.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportReservationSourceStatistic.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCReportReservationSourceStatistic.vue,vhpSC,sourcestatList,vhpSC/sourcestatList
SC,PageSCReportRoomProductionByRateCode.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportRoomProductionByRateCode.vue,vhpSC,rmProductratePrepare,vhpSC/rmProductratePrepare
SC,PageSCReportRoomProductionByRateCode.vue,vhpSC,rmProductrateCreateUmsatz11,vhpSC/rmProductrateCreateUmsatz11
SC,PageSCReportRoomProductionBySalesinCharge.vue,vhpSC,rmAtproductPrepare,vhpSC/rmAtproductPrepare
SC,PageSCReportRoomProductionBySalesinCharge.vue,vhpSC,rmAtproductCreateUmsatz1,vhpSC/rmAtproductCreateUmsatz1
SC,PageSCReportSalesPerformance.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportSalesPerformance.vue,vhpSC,salesPerformPrepare,vhpSC/salesPerformPrepare
SC,PageSCReportSalesPerformance.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCReportSalesPerformance.vue,vhpSC,rmProductratePrepare,vhpSC/rmProductratePrepare
SC,PageSCReportSalesPerformance.vue,vhpSC,salesPerformBtnGo,vhpSC/salesPerformBtnGo
SC,PageSCReportTravelAgentRoomNightProduction.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportTravelAgentRoomNightProduction.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCReportTravelAgentRoomNightProduction.vue,vhpSC,top50TareportCustom,vhpSC/top50TareportCustom
SC,PageSCReportTravelAgentWithNationalityStatistic.vue,Common,checkPermission,Common/checkPermission
SC,PageSCReportTravelAgentWithNationalityStatistic.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCReportTravelAgentWithNationalityStatistic.vue,vhpSC,taNationstatGoList,vhpSC/taNationstatGoList
SC,PageSCSalesActivity.vue,Common,checkPermission,Common/checkPermission
SC,PageSCSalesActivity.vue,vhpSS,readAktCode,vhpSS/readAktCode
SC,PageSCSalesActivity.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCSalesActivity.vue,vhpSC,rmProductratePrepare,vhpSC/rmProductratePrepare
SC,PageSCSalesActivity.vue,vhpSC,aktlineList,vhpSC/aktlineList
SC,PageSCSalesActivity.vue,vhpSC,aktlineListCheckTime,vhpSC/aktlineListCheckTime
SC,PageSCSalesActivity.vue,vhpSC,aktlineListCheckOk,vhpSC/aktlineListCheckOk
SC,PageSCSalesActivity.vue,vhpSC,writeAktLine,vhpSC/writeAktLine
SC,PageSCSalesActivity.vue,vhpSC,aktlineListBtnExit,vhpSC/aktlineListBtnExit
SC,PageSCSalesActivity.vue,vhpSC,aktlineCheckTimeClear,vhpSC/aktlineCheckTimeClear
SC,PageSCSalesActivity.vue,vhpSC,readAktline,vhpSC/readAktline
SC,PageSCSalesCustomer.vue,Common,checkPermission,Common/checkPermission
SC,PageSCSalesCustomer.vue,Common,getHTParam0,Common/getHTParam0
SC,PageSCSalesCustomer.vue,Common,getBediener,Common/getBediener
SC,PageSCSalesCustomer.vue,vhpSC,aktCustlistPrepare,vhpSC/aktCustlistPrepare
SC,PageSCSalesCustomer.vue,vhpSC,aktCustlistBtnGo,vhpSC/aktCustlistBtnGo
SC,PageSCSalesCustomer.vue,vhpSC,aktCustlistBtnNew,vhpSC/aktCustlistBtnNew
SC,PageSCSalesCustomer.vue,vhpSC,aktCustlistBtnDel,vhpSC/aktCustlistBtnDel
SC,DialogCloseActivity.vue,vhpSS,loadImagesetup,vhpSS/loadImagesetup
SC,DialogCloseActivity.vue,vhpSS,deleteImagesetup,vhpSS/deleteImagesetup
SC,DialogCloseActivityCalendar.vue,vhpSC,readAktline,vhpSC/readAktline
SC,DialogCloseActivityCalendar.vue,vhpSS,readAktCode,vhpSS/readAktCode
SC,DialogCloseActivityCalendar.vue,vhpSC,aktlineClearPrepare,vhpSC/aktlineClearPrepare
SC,DialogCloseActivityCalendar.vue,Common,loadDateTimeServer,Common/loadDateTimeServer
SC,DialogCloseActivityCalendar.vue,vhpSS,loadImagesetup,vhpSS/loadImagesetup
SC,DialogCloseActivityCalendar.vue,vhpSC,writeAktLine,vhpSC/writeAktLine
SC,DialogCloseActivityCalendar.vue,vhpSS,deleteImagesetup,vhpSS/deleteImagesetup
SC,DialogContactDetail.vue,Common,checkPermission,Common/checkPermission
SC,DialogContactDetail.vue,vhpSC,notesChgPrepare,vhpSC/notesChgPrepare
SC,DialogContactDetail.vue,vhpSC,salesDetailPrepare,vhpSC/salesDetailPrepare
SC,DialogContactDetail.vue,vhpSC,salesDetail,vhpSC/salesDetail
SC,DialogContactDetail.vue,vhpSC,aktlineListCheckTime,vhpSC/aktlineListCheckTime
SC,DialogContactDetail.vue,vhpSC,aktlineListCheckOk,vhpSC/aktlineListCheckOk
SC,DialogContactDetail.vue,vhpSC,writeAktLine,vhpSC/writeAktLine
SC,DialogContactDetail.vue,vhpSC,aktlineListBtnExit,vhpSC/aktlineListBtnExit
SC,DialogContactDetail.vue,vhpSS,readAktCode,vhpSS/readAktCode
SC,DialogContactDetail.vue,vhpSC,readAktline,vhpSC/readAktline
SC,DialogDeposit.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,DialogDepositPayment.vue,vhpSC,baDepopayBtnGo,vhpSC/baDepopayBtnGo
SC,DialogDepositPayment.vue,vhpSC,mainFsDisplayDeposit,vhpSC/mainFsDisplayDeposit
SC,DialogDepositRefund.vue,vhpSC,baDeporefundBtnGo,vhpSC/baDeporefundBtnGo
SC,DialogDepositRefund.vue,vhpSC,mainFsDisplayDeposit,vhpSC/mainFsDisplayDeposit
SC,DialogEvent.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,DialogMasterPlan.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,DialogMasterPlan.vue,Common,FetchCommon,Common/FetchCommon
SC,DialogMasterPlan.vue,vhpFOR,FetchAPIFOR,vhpFOR/FetchAPIFOR
SC,DialogModifyActivityCalendar.vue,vhpSC,readAktline,vhpSC/readAktline
SC,DialogModifyActivityCalendar.vue,vhpSS,readAktCode,vhpSS/readAktCode
SC,DialogModifyActivityCalendar.vue,vhpSC,aktlineClearPrepare,vhpSC/aktlineClearPrepare
SC,DialogModifyActivityCalendar.vue,vhpSC,aktlineChgPrepare,vhpSC/aktlineChgPrepare
SC,DialogModifyActivityCalendar.vue,vhpAR,soaReadAktKont,vhpAR/soaReadAktKont
SC,DialogModifyActivityCalendar.vue,Common,loadDateTimeServer,Common/loadDateTimeServer
SC,DialogModifyActivityCalendar.vue,vhpSS,loadImagesetup,vhpSS/loadImagesetup
SC,DialogModifyActivityCalendar.vue,vhpSC,aktlineListCheckTime,vhpSC/aktlineListCheckTime
SC,DialogModifyActivityCalendar.vue,vhpSC,aktlineListCheckOk,vhpSC/aktlineListCheckOk
SC,DialogModifyActivityCalendar.vue,vhpSC,writeAktLine,vhpSC/writeAktLine
SC,DialogModifyActivityCalendar.vue,vhpSS,deleteImagesetup,vhpSS/deleteImagesetup
SC,DialogModifyMasterPlan.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,DialogModifyMasterPlan.vue,Common,FetchCommon,Common/FetchCommon
SC,DialogModifyMasterPlan.vue,vhpFOR,FetchAPIFOR,vhpFOR/FetchAPIFOR
SC,DialogSalesActivity.vue,vhpSS,deleteImagesetup,vhpSS/deleteImagesetup
SC,DialogSalesActivity.vue,vhpSS,loadImagesetup,vhpSS/loadImagesetup
SC,DialogSearchArticle.vue,vhpSC,selectArtikelUpdateAlist,vhpSC/selectArtikelUpdateAlist
SC,DialogSearchArticle.vue,Common,getBediener,Common/getBediener
SC,DialogSearchArticle.vue,vhpSC,selectArtikelUnitPrice,vhpSC/selectArtikelUnitPrice
SC,DialogSearchArticle.vue,vhpSC,selectArtikelQty,vhpSC/selectArtikelQty
SC,DialogSearchArticle.vue,vhpSC,selectArtikelCreateBkrart1,vhpSC/selectArtikelCreateBkrart1
SC,DialogSearchArticle.vue,vhpSC,selectArtikelCreateBkrart,vhpSC/selectArtikelCreateBkrart
SC,DialogEditEvent.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,EventPageList.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SC,PopupRoomReservation.vue,Common,checkPermission,Common/checkPermission
SC,SearchBanquetArticleAvailability.vue,vhpSC,baAvailabilityPrepare,vhpSC/baAvailabilityPrepare
SC,SearchBanquetDespositSummary.vue,Common,readGuest,Common/readGuest
SC,TabBillingArticleBudget.vue,vhpSC,articleBudgetPrepare,vhpSC/articleBudgetPrepare
SC,TabBillingArticleBudget.vue,vhpSC,articleBudgetDeptEntry,vhpSC/articleBudgetDeptEntry
SC,TabBillingArticleBudget.vue,vhpSC,articleBudgetDispIt,vhpSC/articleBudgetDispIt
SC,TabBillingArticleBudget.vue,Common,checkPermission,Common/checkPermission
SC,TabBillingArticleBudget.vue,vhpSC,articleBudgetNew,vhpSC/articleBudgetNew
SC,TabBillingArticleBudget.vue,vhpSC,articleBudgetDelete,vhpSC/articleBudgetDelete
SC,TabGuestSegmentTurnoverBudget.vue,vhpSC,segmentBudgetPrepare,vhpSC/segmentBudgetPrepare
SC,TabGuestSegmentTurnoverBudget.vue,vhpSC,readSegmentstat,vhpSC/readSegmentstat
SC,TabGuestSegmentTurnoverBudget.vue,Common,checkPermission,Common/checkPermission
SC,TabGuestSegmentTurnoverBudget.vue,vhpSC,segmentBudget,vhpSC/segmentBudget
SC,TabGuestSegmentTurnoverBudget.vue,vhpSC,articleSegmentDelete,vhpSC/articleSegmentDelete
SC,TabGuestTurnoverBudget.vue,vhpSC,guestTurnoverBudgetPrepare,vhpSC/guestTurnoverBudgetPrepare
SC,TabGuestTurnoverBudget.vue,Common,checkPermission,Common/checkPermission
SC,TabGuestTurnoverBudget.vue,vhpSC,guestTurnoverBudgetNew,vhpSC/guestTurnoverBudgetNew
SC,TabGuestTurnoverBudget.vue,vhpSC,guestTurnoverBudgetBtnDel,vhpSC/guestTurnoverBudgetBtnDel
SC,TabRoomTypeBudget.vue,Common,checkPermission,Common/checkPermission
SC,TabRoomTypeBudget.vue,vhpSC,roomBudgetPrepare,vhpSC/roomBudgetPrepare
SC,TabRoomTypeBudget.vue,vhpSC,roomBudgetNewBudget,vhpSC/roomBudgetNewBudget
SC,TabRoomTypeBudget.vue,vhpSC,roomBudgetBtnDel,vhpSC/roomBudgetBtnDel
SC,TabSalesBudget.vue,vhpSC,salesBudgetPrepare,vhpSC/salesBudgetPrepare
SC,TabSalesBudget.vue,vhpSC,salesBudgetNewBudget,vhpSC/salesBudgetNewBudget
SC,TabSalesBudget.vue,Common,checkPermission,Common/checkPermission
SC,TabSalesBudget.vue,vhpSC,salesBudgetBtnDel,vhpSC/salesBudgetBtnDel
SS,PageSSDailyReportSetup.vue,Common,FetchCommon,Common/FetchCommon
SS,PageSSDailyReportSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,PageSSReportCateringSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportDefaultIntructionSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportDefaultIntructionSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,PageSSReportDepartementInstructionSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,PageSSReportEventPackageSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportMarketSegmentCodeSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportMarketSegmentGroupSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportMasterplanStatusSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportMasterplanTypeSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportReservationTypeSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportRoomMeetingSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,PageSSReportRoomMeetingSetup.vue,Common,FetchCommon,Common/FetchCommon
SS,PageSSReportRoomTableSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,PageSSReportRoomTableSetup.vue,Common,FetchCommon,Common/FetchCommon
SS,PageSSReportSourceOfBookingSetup.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,PageSSReportTableStyleSetup.vue,vhpSS,FetchAPIST,vhpSS/FetchAPIST
SS,DialogNextPriceForm.vue,vhpOU,fbCostConfirm,vhpOU/fbCostConfirm
SS,DialogPackageLines.vue,vhpSC,FetchAPISC,vhpSC/FetchAPISC
SS,DialogPackageLines.vue,Common,FetchCommon,Common/FetchCommon
SS,SearchMarketSegmentCodeSetup.vue,vhpSC,bkQueasyRead,vhpSC/bkQueasyRead
SS,SSBAArticle.vue,vhpSS,readZwkum,vhpSS/readZwkum
SS,SSBAArticle.vue,Common,loadHotelDepartment,Common/loadHotelDepartment
SS,SSBAArticle.vue,vhpSS,readEkum,vhpSS/readEkum
SS,SSBAArticle.vue,vhpSS,readArgt,vhpSS/readArgt
SS,SSBAArticle.vue,Common,readHtparam,Common/readHtparam
SS,SSBAArticle.vue,vhpINV,getStorage,vhpINV/getStorage
SS,SSBAArticle.vue,Common,readLArtikel,Common/readLArtikel
SS,SSBAArticle.vue,vhpINV,getInvRecipe,vhpINV/getInvRecipe
SS,SSBAArticle.vue,Common,getGeneralParam,Common/getGeneralParam
SS,SSBAArticle.vue,vhpSS,articleAdminPrepare,vhpSS/articleAdminPrepare
SS,SSBAArticle.vue,vhpSS,getCurrency,vhpSS/getCurrency
SS,SSBAArticle.vue,vhpAR,getReadArticle1,vhpAR/getReadArticle1
SS,SSBAArticle.vue,vhpSS,articleAdminCheckBtnExit,vhpSS/articleAdminCheckBtnExit
SS,SSBAArticle.vue,Common,getBediener,Common/getBediener
SS,SSBAArticle.vue,Common,readCurrency,Common/readCurrency
SS,SSBAArticle.vue,vhpSS,writeArtikel,vhpSS/writeArtikel
SS,SSBAArticle.vue,vhpSS,articleAdmin1,vhpSS/articleAdmin1
SS,SSBAConsigment.vue,Common,loadHotelDepartment,Common/loadHotelDepartment
SS,SSBAConsigment.vue,vhpSS,nsargtAdminPrepare,vhpSS/nsargtAdminPrepare
SS,SSBAConsigment.vue,vhpSS,nsargtAdminInitAdd,vhpSS/nsargtAdminInitAdd
SS,SSBAConsigment.vue,vhpAR,getReadArticle1,vhpAR/getReadArticle1
SS,SSBAConsigment.vue,vhpSS,nsargtAdminArrangement,vhpSS/nsargtAdminArrangement
SS,SSBAConsigment.vue,vhpSS,nsargtAdminBtnGo,vhpSS/nsargtAdminBtnGo
SS,SSBAConsigment.vue,vhpSS,nsargtAdminBtnDel,vhpSS/nsargtAdminBtnDel
SS,SSBAConsigmentDialogBreakdown.vue,vhpAR,getReadArticle1,vhpAR/getReadArticle1
SS,SSBAConsigmentDialogBreakdown.vue,vhpSS,nsargtAdminBtnGo,vhpSS/nsargtAdminBtnGo
SS,SSBAConsigmentDialogBreakdown.vue,vhpSS,nsargtAdminBtnCancelArt,vhpSS/nsargtAdminBtnCancelArt
SS,SSBAMainGroup.vue,vhpSS,readEkum,vhpSS/readEkum
SS,SSBAMainGroup.vue,vhpSS,writeEkum,vhpSS/writeEkum
SS,SSBAMainGroup.vue,vhpSS,delEkum,vhpSS/delEkum
SS,SSBAMainGroup.vue,Common,getReadArticle1,Common/getReadArticle1
SS,SSBASubgroup.vue,vhpSS,readZwkum,vhpSS/readZwkum
SS,SSBASubgroup.vue,Common,getGeneralParam,Common/getGeneralParam
SS,SSBASubgroup.vue,Common,loadHotelDepartment,Common/loadHotelDepartment
SS,SSBASubgroup.vue,vhpSS,writeZwkum,vhpSS/writeZwkum
SS,SSBASubgroup.vue,Common,getReadArticle1,Common/getReadArticle1
SS,SSBAVatAndService.vue,Common,readHtparam,Common/readHtparam
SS,SSBAVatAndService.vue,vhpSS,vatAdmin,vhpSS/vatAdmin
SS,SSBEBookingEngine.vue,vhpSS,bookengineAdminPrepare,vhpSS/bookengineAdminPrepare
SS,SSBEBookingEngine.vue,vhpSS,bookengineAdminBtnExit,vhpSS/bookengineAdminBtnExit
SS,SSBEBookingEngine.vue,vhpSS,bookengineAdminBtnDel,vhpSS/bookengineAdminBtnDel
SS,SSBECountryMapping.vue,vhpSS,selectBookenginePrepare,vhpSS/selectBookenginePrepare
SS,SSBECountryMapping.vue,vhpSS,bookengineMappingNationPrepare,vhpSS/bookengineMappingNationPrepare
SS,SSBECountryMapping.vue,vhpSS,bookengineMappingNationBtnExit,vhpSS/bookengineMappingNationBtnExit
SS,SSBECurrencyMapping.vue,vhpSS,selectBookenginePrepare,vhpSS/selectBookenginePrepare
SS,SSBECurrencyMapping.vue,vhpSS,bookengineMappingCurrencyPrepare,vhpSS/bookengineMappingCurrencyPrepare
SS,SSBECurrencyMapping.vue,vhpSS,bookengineMappingCurrencyBtnExit,vhpSS/bookengineMappingCurrencyBtnExit
SS,SSBEInterfaceConfiguration.vue,vhpSS,selectBookenginePrepare,vhpSS/selectBookenginePrepare
SS,SSBEInterfaceConfiguration.vue,vhpSS,bookengineConfigPrepare,vhpSS/bookengineConfigPrepare
SS,SSBEInterfaceConfiguration.vue,vhpSS,bookengineConfigBtnExit3,vhpSS/bookengineConfigBtnExit3
SS,SSBEPullRateCodeMapping.vue,vhpSS,selectBookenginePrepare,vhpSS/selectBookenginePrepare
SS,SSBEPullRateCodeMapping.vue,vhpSS,bookengineRatecodepullPrepare,vhpSS/bookengineRatecodepullPrepare
SS,SSBEPullRateCodeMapping.vue,vhpSS,bookengineRatecodepullList,vhpSS/bookengineRatecodepullList
SS,SSBEPullRateCodeMapping.vue,vhpSS,bookengineRatecodepullBtnExit1,vhpSS/bookengineRatecodepullBtnExit1
SS,SSBEPullRateDialogRoomType.vue,vhpSS,bookengineRatecodepullBtnExit1,vhpSS/bookengineRatecodepullBtnExit1
SS,SSBEPushRateCodeMapping.vue,vhpSS,selectBookenginePrepare,vhpSS/selectBookenginePrepare
SS,SSBEPushRateCodeMapping.vue,vhpSS,bookengineRatecodepushPrepare,vhpSS/bookengineRatecodepushPrepare
SS,SSBEPushRateCodeMapping.vue,vhpSS,pushRatecodeMappingSetup,vhpSS/pushRatecodeMappingSetup
SS,SSCSCashlessCode.vue,Common,nsCashlessToolsPrepare,Common/nsCashlessToolsPrepare
SS,SSCSCashlessCode.vue,Common,nsCashlessQRGeneratorPrepare,Common/nsCashlessQRGeneratorPrepare
SS,SSCSCashlessCode.vue,Common,nsCashlessQRGeneratorCodelist,Common/nsCashlessQRGeneratorCodelist
SS,SSCSCashlessCode.vue,Common,nsCashlessQRGenerator,Common/nsCashlessQRGenerator
SS,SSCSCashlessCode.vue,Common,nsCashlessTools,Common/nsCashlessTools
SS,DuopomeloConfig.vue,vhpINV,getStorage,vhpINV/getStorage
SS,DuopomeloConfig.vue,vhpSS,articleAdminPrepare,vhpSS/articleAdminPrepare
SS,DuopomeloConfig.vue,vhpAP,getSupplierList,vhpAP/getSupplierList
SS,DuopomeloConfig.vue,Horeka,configSetupPrepare,Horeka/configSetupPrepare
SS,DuopomeloConfig.vue,Horeka,configSetupSave,Horeka/configSetupSave
SS,DuopomeloMappingSupplier.vue,vhpINV,getStorage,vhpINV/getStorage
SS,DuopomeloMappingSupplier.vue,vhpSS,articleAdminPrepare,vhpSS/articleAdminPrepare
SS,DuopomeloMappingSupplier.vue,Horeka,mappingSupplierPrepare,Horeka/mappingSupplierPrepare
SS,DuopomeloMappingSupplier.vue,Horeka,mappingSupplierSave,Horeka/mappingSupplierSave
SS,DuopomeloConfig.vue,Horeka,configSetupSave1,Horeka/configSetupSave1
SS,SSEGBuilding.vue,vhpENG,egBuildingPrepare,vhpENG/egBuildingPrepare
SS,SSEGBuilding.vue,vhpENG,egBuildingBtnExit,vhpENG/egBuildingBtnExit
SS,SSEGBuilding.vue,vhpENG,egBuildingBtnDelart,vhpENG/egBuildingBtnDelart
SS,SSEGCategory.vue,vhpENG,egCategoryPrepare,vhpENG/egCategoryPrepare
SS,SSEGCategory.vue,vhpENG,egCategoryBtnExit,vhpENG/egCategoryBtnExit
SS,SSEGCategory.vue,vhpENG,egCategoryBtnDelart,vhpENG/egCategoryBtnDelart
SS,SSEGDurationOfRepair.vue,vhpENG,egDurationPrepare,vhpENG/egDurationPrepare
SS,SSEGDurationOfRepair.vue,vhpENG,egDurationBtnExit,vhpENG/egDurationBtnExit
SS,SSEGDurationOfRepair.vue,vhpENG,egDurationBtnDel,vhpENG/egDurationBtnDel
SS,SSEGLocation.vue,vhpSS,egLocationPrepare,vhpSS/egLocationPrepare
SS,SSEGLocation.vue,vhpSS,egLocationBtnExit,vhpSS/egLocationBtnExit
SS,SSEGLocation.vue,vhpSS,egLocationBtnDelart,vhpSS/egLocationBtnDelart
SS,SSEGMaintenanceJob.vue,vhpENG,egActionPrepare,vhpENG/egActionPrepare
SS,SSEGMaintenanceJob.vue,vhpENG,egActionBtnExit,vhpENG/egActionBtnExit
SS,SSEGMaintenanceJob.vue,vhpENG,egActionBtnDelart,vhpENG/egActionBtnDelart
SS,SSEGObject.vue,vhpSS,egMaintaskPrepare,vhpSS/egMaintaskPrepare
SS,SSEGObject.vue,vhpSS,egMaintaskBtnExit,vhpSS/egMaintaskBtnExit
SS,SSEGObject.vue,vhpSS,egMaintaskBtnDelart,vhpSS/egMaintaskBtnDelart
SS,SSEGPersonInCharge.vue,vhpSS,egStaffPrepare,vhpSS/egStaffPrepare
SS,SSEGPersonInCharge.vue,Common,getHTParam0,Common/getHTParam0
SS,SSEGPersonInCharge.vue,vhpSS,egStaffBtnExit,vhpSS/egStaffBtnExit
SS,SSEGPersonInCharge.vue,vhpSS,egStaffBtnDelart,vhpSS/egStaffBtnDelart
SS,SSEGResource.vue,vhpENG,egResourcePrepare,vhpENG/egResourcePrepare
SS,SSEGResource.vue,vhpENG,egResourceBtnExit,vhpENG/egResourceBtnExit
SS,SSEGResource.vue,vhpENG,egResourceBtnDelart,vhpENG/egResourceBtnDelart
SS,SSEGSourceOfRequest.vue,vhpENG,egSourcePrepare,vhpENG/egSourcePrepare
SS,SSEGSourceOfRequest.vue,vhpENG,egSourceNumber,vhpENG/egSourceNumber
SS,SSEGSourceOfRequest.vue,vhpENG,egSourceChar,vhpENG/egSourceChar
SS,SSEGSourceOfRequest.vue,vhpENG,egSourceBtnExit,vhpENG/egSourceBtnExit
SS,SSEGSourceOfRequest.vue,vhpENG,egSourceBtnDelart,vhpENG/egSourceBtnDelart
SS,SSEGVendor.vue,vhpSS,egVendorPrepare,vhpSS/egVendorPrepare
SS,SSEGVendor.vue,vhpSS,egVendorBtnExit,vhpSS/egVendorBtnExit
SS,SSEGVendor.vue,vhpSS,egVendorBtnDelart,vhpSS/egVendorBtnDelart
SS,SSFALocation.vue,vhpSS,faStoradminPrepare,vhpSS/faStoradminPrepare
SS,SSFALocation.vue,vhpSS,faStoradminBtnExit,vhpSS/faStoradminBtnExit
SS,SSFALocation.vue,vhpFA,faArtlistPrepare,vhpFA/faArtlistPrepare
SS,SSFALocation.vue,vhpSS,faStoradminBtnDelart,vhpSS/faStoradminBtnDelart
SS,SSFAMainGroup.vue,vhpSS,faGrpadminPrepare,vhpSS/faGrpadminPrepare
SS,SSFAMainGroup.vue,vhpSS,faGrpadminBtnExit,vhpSS/faGrpadminBtnExit
SS,SSFAMainGroup.vue,vhpSS,faGrpadminBtnDelart,vhpSS/faGrpadminBtnDelart
SS,SSFASubgroup.vue,vhpSS,faSubgrpadminPrepare,vhpSS/faSubgrpadminPrepare
SS,SSFASubgroup.vue,vhpSS,faSubgrpadminBtnExit,vhpSS/faSubgrpadminBtnExit
SS,SSFASubgroup.vue,vhpSS,faSubgrpadminBtnDelart,vhpSS/faSubgrpadminBtnDelart
SS,SSFAUsefulLife.vue,vhpFA,faKategadminPrepare,vhpFA/faKategadminPrepare
SS,SSFAUsefulLife.vue,vhpFA,faKategadminBtnExit,vhpFA/faKategadminBtnExit
SS,SSFAUsefulLife.vue,vhpFA,faKategadminBtnDelart,vhpFA/faKategadminBtnDelart
SS,SSGCAccountNumber.vue,vhpGC,prepareGCPiAcct,vhpGC/prepareGCPiAcct
SS,SSGCAccountNumber.vue,vhpGC,gcPiAcctBtnExit,vhpGC/gcPiAcctBtnExit
SS,SSGCAccountNumber.vue,vhpGC,gcPiAcctBtnDel,vhpGC/gcPiAcctBtnDel
SS,SSGCPurpose.vue,vhpGC,gcPiTypeRead,vhpGC/gcPiTypeRead
SS,SSGCPurpose.vue,vhpGC,gcPiTypeSave,vhpGC/gcPiTypeSave
SS,SSGCPurpose.vue,vhpGC,gcPiTypeDelete,vhpGC/gcPiTypeDelete
SS,SSGLCashFlow.vue,vhpGL,getCashFlow,vhpGL/getCashFlow
SS,SSGLCashFlow.vue,vhpGL,updateStatusCashFlow,vhpGL/updateStatusCashFlow
SS,SSGLChartOfAccount.vue,vhpGL,getGLMainAccount,vhpGL/getGLMainAccount
SS,SSGLChartOfAccount.vue,vhpGL,getGLFSType,vhpGL/getGLFSType
SS,SSGLChartOfAccount.vue,vhpGL,getGLDeptAccount,vhpGL/getGLDeptAccount
SS,SSGLChartOfAccount.vue,vhpGL,prepareCOASetup,vhpGL/prepareCOASetup
SS,SSGLChartOfAccount.vue,Common,readGLAcct,Common/readGLAcct
SS,SSGLChartOfAccount.vue,vhpGL,addChartOfAccount,vhpGL/addChartOfAccount
SS,SSGLChartOfAccount.vue,vhpGL,chgChartOfAccountAllowed,vhpGL/chgChartOfAccountAllowed
SS,SSGLChartOfAccount.vue,vhpGL,delChartOfAccount,vhpGL/delChartOfAccount
SS,SSGLDepartmentCode.vue,vhpGL,getGLDeptAccount,vhpGL/getGLDeptAccount
SS,SSGLDepartmentCode.vue,vhpGL,glDepartAdminSave,vhpGL/glDepartAdminSave
